handle,platform,followers,average_likes,average_comments,average_views,gcc_audience_pct,saudi_audience_pct,uae_audience_pct,female_audience_pct,beauty_content_pct,fashion_content_pct,luxury_content_pct,lifestyle_content_pct,sponsored_content_pct,content_consistency_score,comment_quality_score,success,is_synthetic
@synthetic_creator_0181,snapchat,349150,11960,241,73219,72.8,31.7,20.8,43.2,20.8,21.7,8.9,4.6,17.3,0.528,0.892,1,True
@synthetic_creator_0182,instagram,163879,1242,43,46032,80.6,49.2,24.6,71.4,24.7,30.6,17.4,16.0,3.2,0.691,0.846,0,True
@synthetic_creator_0183,instagram,1012108,30492,1099,361996,0.0,0.0,0.0,48.9,41.0,12.0,10.5,5.9,0.2,0.757,0.456,1,True
@synthetic_creator_0184,instagram,448878,40605,734,97404,34.4,20.5,9.5,64.1,7.0,35.2,10.5,16.0,11.2,0.925,0.626,1,True
@synthetic_creator_0185,youtube,1694515,22056,1017,399842,52.2,21.6,15.8,100.0,53.8,21.9,23.0,5.9,20.4,0.861,0.501,1,True
@synthetic_creator_0186,instagram,334329,22522,325,69659,73.4,26.0,15.8,69.6,28.9,17.7,1.0,27.8,20.7,0.665,0.456,1,True
@synthetic_creator_0187,instagram,61736,1390,62,4655,42.1,24.1,9.9,52.0,11.3,13.1,10.2,22.8,27.2,0.579,0.972,0,True
@synthetic_creator_0188,snapchat,51958,5576,292,16911,34.2,16.7,5.8,71.1,52.5,21.4,21.9,26.5,10.1,0.717,0.797,0,True
@synthetic_creator_0189,tiktok,1945663,33296,914,183367,73.2,37.5,7.2,57.2,0.0,53.1,13.1,25.5,7.6,0.68,0.431,0,True
@synthetic_creator_0190,tiktok,2123123,50271,2285,399358,43.3,22.0,7.3,50.6,18.9,24.1,6.3,12.3,16.6,0.686,0.484,0,True
@synthetic_creator_0191,tiktok,216333,32047,571,40105,68.6,22.2,14.6,96.5,18.6,7.8,0.0,10.7,28.5,0.595,0.75,1,True
@synthetic_creator_0192,tiktok,169426,4169,218,25077,27.2,8.7,7.8,81.0,72.9,38.8,0.0,32.4,3.0,0.935,0.796,1,True
@synthetic_creator_0193,instagram,1549949,56843,3274,295850,21.2,11.5,7.1,70.2,16.3,17.9,30.8,13.3,22.9,0.901,0.921,1,True
@synthetic_creator_0194,tiktok,71078,5974,105,18928,73.9,40.6,14.4,59.1,0.0,29.3,13.1,1.5,35.7,0.916,0.587,1,True
@synthetic_creator_0195,instagram,91704,1002,44,14579,61.3,19.6,29.5,60.3,18.4,15.9,4.2,25.1,24.8,0.208,0.776,1,True
@synthetic_creator_0196,instagram,580701,3294,116,64097,78.1,35.2,22.8,88.1,39.1,44.2,13.5,16.4,6.6,0.763,0.823,1,True
@synthetic_creator_0197,snapchat,167121,4588,167,59207,41.7,22.7,3.9,69.6,45.7,16.1,0.5,30.1,22.1,0.782,0.514,1,True
@synthetic_creator_0198,instagram,266693,7986,361,103954,35.1,19.8,4.8,18.8,75.5,46.0,6.7,17.4,7.0,0.765,0.74,1,True
@synthetic_creator_0199,instagram,220547,4551,156,46426,89.0,56.2,24.9,100.0,58.1,9.3,0.6,14.8,5.4,0.869,0.62,0,True
@synthetic_creator_0200,instagram,402354,11594,463,66169,16.9,7.9,5.1,67.7,33.8,20.6,0.0,30.3,47.1,0.414,0.81,0,True
@synthetic_creator_0201,youtube,1452763,34577,744,96781,86.3,44.8,31.4,70.2,12.2,46.0,0.0,0.0,12.9,0.895,0.898,1,True
@synthetic_creator_0202,snapchat,299150,1243,35,18815,88.0,46.8,15.9,81.3,62.5,27.5,0.0,9.1,25.9,0.59,0.533,1,True
@synthetic_creator_0203,instagram,581128,13140,699,108966,76.5,32.5,27.7,72.0,22.6,59.1,20.2,6.1,10.3,0.88,0.918,1,True
@synthetic_creator_0204,instagram,22920,446,6,8608,37.8,12.2,17.0,76.2,16.8,21.0,0.1,0.0,9.0,0.756,0.424,0,True
@synthetic_creator_0205,tiktok,253099,10040,400,77384,34.6,10.4,19.0,58.6,21.7,28.9,15.3,23.7,16.5,0.797,0.951,1,True
@synthetic_creator_0206,tiktok,97550,2263,43,16802,49.7,31.6,3.8,46.6,5.0,53.6,19.6,9.4,23.3,0.888,0.594,0,True
@synthetic_creator_0207,instagram,62157,2784,145,24167,22.6,8.6,10.8,69.2,20.7,2.3,10.2,24.1,16.4,0.676,0.62,1,True
@synthetic_creator_0208,instagram,93546,3294,128,18715,31.0,17.1,6.0,86.5,25.3,0.4,7.0,18.9,10.4,0.737,0.676,0,True
@synthetic_creator_0209,tiktok,179701,7093,213,26394,71.1,37.8,23.5,55.3,44.6,13.1,11.3,21.1,7.6,0.7,0.874,1,True
@synthetic_creator_0210,instagram,805390,3160,71,160452,71.2,32.8,20.3,54.1,22.2,37.2,5.8,10.4,6.5,0.696,0.826,0,True
@synthetic_creator_0211,tiktok,54629,2994,95,6776,28.8,18.2,5.7,83.3,4.7,0.9,22.0,7.4,0.9,0.596,0.552,0,True
@synthetic_creator_0212,instagram,278384,17266,999,100210,71.9,41.7,12.6,58.1,0.0,34.0,28.8,15.9,17.3,0.499,0.67,1,True
@synthetic_creator_0213,youtube,150090,10484,371,26477,66.4,20.5,32.0,58.8,34.2,32.9,24.5,24.2,14.2,0.793,0.829,1,True
@synthetic_creator_0214,tiktok,181097,1682,56,50759,92.7,56.6,12.9,59.4,31.5,55.2,0.0,14.5,4.5,0.854,0.775,1,True
@synthetic_creator_0215,tiktok,893864,28030,1326,166407,69.2,34.8,17.0,64.0,18.9,40.7,5.6,8.0,10.6,0.717,0.714,1,True
@synthetic_creator_0216,tiktok,511825,23652,684,187126,81.5,35.7,24.5,41.4,20.7,30.5,10.0,3.0,19.9,0.5,0.62,1,True
@synthetic_creator_0217,instagram,1335582,20665,648,367062,66.9,39.5,17.7,56.9,37.8,45.4,14.6,17.0,7.7,0.784,0.391,0,True
@synthetic_creator_0218,instagram,222925,28220,757,49241,79.5,45.7,16.3,68.5,57.8,33.1,0.0,9.5,42.7,0.427,0.696,1,True
@synthetic_creator_0219,instagram,116409,10269,180,11204,22.8,9.7,8.0,68.3,14.4,18.1,0.0,14.3,2.8,0.91,0.413,0,True
@synthetic_creator_0220,tiktok,205123,7158,327,75007,52.0,36.0,7.8,82.4,31.8,7.8,23.1,12.6,5.1,0.67,0.803,1,True
@synthetic_creator_0221,youtube,358970,17725,950,86650,54.0,30.2,14.2,92.6,49.2,16.5,4.4,10.6,22.8,0.633,0.514,0,True
@synthetic_creator_0222,instagram,331667,858,47,49673,48.9,26.5,13.5,87.7,14.5,24.4,0.0,17.9,22.2,0.312,0.855,0,True
@synthetic_creator_0223,tiktok,73037,4346,234,26094,66.1,21.7,27.8,78.7,29.7,27.6,0.0,20.5,14.8,0.492,0.402,1,True
@synthetic_creator_0224,instagram,299116,20515,668,20655,70.9,29.2,28.9,62.8,29.2,0.0,13.9,34.7,12.4,0.853,0.926,1,True
@synthetic_creator_0225,instagram,352876,3619,87,56434,64.8,31.0,17.7,55.7,3.8,21.7,1.8,22.6,3.3,0.509,0.891,0,True
@synthetic_creator_0226,instagram,5503907,187868,7870,1309324,50.6,27.9,7.2,65.3,33.4,25.4,12.4,30.9,4.0,0.588,0.713,0,True
@synthetic_creator_0227,youtube,2551554,215918,12466,431046,36.6,18.5,11.0,73.8,30.6,33.2,0.2,6.8,10.2,0.915,0.367,1,True
@synthetic_creator_0228,instagram,96385,5822,269,20901,82.4,49.9,8.0,77.3,41.1,49.4,0.0,0.0,4.8,0.768,0.764,1,True
@synthetic_creator_0229,instagram,190068,2581,89,27086,63.7,25.8,12.6,74.3,6.3,27.8,24.2,14.9,1.5,0.782,0.475,0,True
@synthetic_creator_0230,tiktok,46345,2304,102,4427,29.5,17.2,8.4,63.2,30.2,11.4,14.0,23.6,18.1,0.433,0.749,1,True
@synthetic_creator_0231,instagram,132078,9252,449,8307,50.2,31.4,8.6,76.8,57.6,0.0,6.7,22.0,51.4,0.743,0.572,0,True
@synthetic_creator_0232,instagram,391885,5506,308,41217,11.4,6.9,2.2,83.9,71.5,35.3,4.8,27.1,8.3,0.609,0.798,0,True
@synthetic_creator_0233,instagram,1140553,57756,2781,437437,55.9,34.0,17.3,78.2,55.6,12.0,24.6,0.0,7.8,0.486,0.514,1,True
@synthetic_creator_0234,instagram,111870,689,21,28123,50.0,32.8,5.9,64.5,6.5,38.0,15.9,27.5,10.3,0.858,0.363,0,True
@synthetic_creator_0235,instagram,122396,14446,342,27066,40.6,13.6,5.7,52.5,39.0,46.0,21.5,18.4,3.0,0.502,0.526,0,True
@synthetic_creator_0236,instagram,20399,522,18,3763,94.6,54.8,10.6,52.1,20.3,1.8,4.2,0.0,12.0,0.515,0.633,0,True
@synthetic_creator_0237,tiktok,220753,2710,71,65772,26.1,17.9,2.8,54.8,35.7,33.3,10.5,22.2,15.3,0.309,0.633,0,True
@synthetic_creator_0238,youtube,74989,1433,81,7456,72.7,38.5,21.7,68.9,14.6,44.4,14.0,16.7,3.0,0.827,0.694,1,True
@synthetic_creator_0239,snapchat,142154,6207,219,20846,100.0,38.7,40.8,72.8,0.0,40.3,4.5,18.8,9.3,0.844,0.853,1,True
@synthetic_creator_0240,instagram,93691,6116,205,26192,81.9,57.3,13.3,43.8,23.1,0.0,9.0,25.0,25.0,0.796,0.668,1,True
@synthetic_creator_0241,instagram,239638,20854,571,52162,54.2,20.1,12.1,57.4,44.5,12.2,4.2,19.3,3.1,0.941,0.685,1,True
@synthetic_creator_0242,instagram,32556,962,40,10402,26.6,11.6,7.7,68.6,35.8,5.8,14.0,0.3,17.2,0.926,0.763,0,True
@synthetic_creator_0243,instagram,46145,842,30,16796,20.9,7.7,2.8,51.5,38.1,32.9,0.0,13.6,11.3,0.913,0.642,0,True
@synthetic_creator_0244,tiktok,3454183,115534,1900,1168137,44.7,21.7,14.0,71.5,34.3,31.2,15.7,0.0,1.9,0.824,0.413,0,True
@synthetic_creator_0245,instagram,57244,556,29,6552,37.8,17.7,11.5,60.4,38.1,0.0,13.1,21.5,6.8,0.734,0.314,0,True
@synthetic_creator_0246,tiktok,71959,4953,138,5901,37.0,18.4,4.0,54.1,40.6,20.5,8.0,29.0,6.9,0.551,0.674,0,True
@synthetic_creator_0247,youtube,2432174,53479,1691,265846,46.8,31.4,10.6,65.8,24.5,37.0,14.5,2.6,3.9,0.95,0.593,0,True
@synthetic_creator_0248,instagram,8763278,176217,3574,2841367,52.4,25.8,17.6,70.9,31.7,27.2,6.4,8.3,11.8,0.746,0.809,1,True
@synthetic_creator_0249,snapchat,65783,5809,218,24329,67.1,34.0,12.8,52.3,64.9,27.2,3.3,6.2,0.6,0.834,0.588,0,True
@synthetic_creator_0250,instagram,172491,6334,285,64495,24.1,15.7,4.8,61.4,32.8,19.5,15.4,10.5,41.1,0.74,0.849,0,True
@synthetic_creator_0251,snapchat,404281,10936,591,62411,37.9,23.8,7.9,72.0,30.9,9.1,15.9,19.1,7.5,0.799,0.675,0,True
@synthetic_creator_0252,tiktok,2135982,45065,566,735033,51.0,20.2,8.8,53.6,32.1,24.7,4.9,10.6,8.9,0.811,0.959,0,True
@synthetic_creator_0253,instagram,82106,1120,65,19515,50.1,15.3,11.0,40.1,25.6,25.8,4.1,21.5,5.4,0.948,0.361,0,True
@synthetic_creator_0254,instagram,199918,2434,109,67567,100.0,55.2,27.3,42.0,21.3,34.2,8.2,25.7,3.1,0.785,0.67,1,True
@synthetic_creator_0255,instagram,682013,17124,414,164997,60.8,38.8,16.7,58.7,34.2,35.4,4.5,26.0,21.8,0.68,0.603,1,True
@synthetic_creator_0256,tiktok,452127,10390,210,45693,14.7,7.6,3.8,45.2,19.9,26.3,25.3,3.8,9.6,0.604,0.728,0,True
@synthetic_creator_0257,instagram,170862,9270,229,13280,65.5,25.2,21.8,59.8,27.1,41.4,13.2,28.9,5.5,0.704,0.633,1,True
@synthetic_creator_0258,youtube,228527,14099,758,87988,68.6,40.9,16.3,90.0,14.2,19.4,10.1,29.7,38.8,0.821,0.952,1,True
@synthetic_creator_0259,instagram,51540,579,14,10258,51.9,29.5,10.4,44.3,32.2,3.3,0.7,30.5,18.5,0.706,0.797,0,True
@synthetic_creator_0260,snapchat,201630,3231,107,34817,24.7,13.0,2.7,60.8,41.7,32.2,17.4,13.4,7.7,0.663,0.758,0,True
@synthetic_creator_0261,instagram,194918,25739,1165,34053,99.0,63.9,15.4,97.0,25.8,26.9,3.9,7.5,27.7,0.891,0.467,1,True
@synthetic_creator_0262,tiktok,354549,9083,486,64750,28.3,17.3,8.1,71.1,0.0,32.5,3.5,5.2,18.3,0.635,0.355,0,True
@synthetic_creator_0263,youtube,137806,1208,51,52469,71.5,40.6,21.1,59.5,41.8,6.0,17.7,4.0,10.8,0.863,0.786,0,True
@synthetic_creator_0264,instagram,472525,9251,440,33996,60.0,34.0,19.7,62.6,32.4,51.9,13.9,15.1,27.1,0.257,0.959,1,True
@synthetic_creator_0265,instagram,904609,39883,744,82926,70.0,39.6,8.9,71.4,10.1,35.7,0.0,23.5,9.9,0.528,0.793,1,True
@synthetic_creator_0266,tiktok,323357,1396,75,105536,97.7,49.8,24.1,90.4,45.5,20.7,8.4,28.1,5.9,0.857,0.746,1,True
@synthetic_creator_0267,tiktok,409260,14739,350,99160,69.0,33.5,19.6,57.0,2.0,11.0,11.3,10.1,21.7,0.622,0.593,1,True
@synthetic_creator_0268,youtube,286011,12750,209,27167,41.0,24.0,5.6,53.6,50.9,41.2,6.6,14.6,6.8,0.712,0.669,0,True
@synthetic_creator_0269,instagram,268364,16942,996,16654,82.6,45.0,12.1,44.3,28.9,8.5,11.6,14.0,15.6,0.552,0.694,0,True
@synthetic_creator_0270,youtube,112885,2489,49,14503,39.2,19.5,13.2,66.5,0.0,58.9,0.0,8.6,19.0,0.831,0.667,0,True
@synthetic_creator_0271,youtube,392304,14197,238,55426,59.1,20.7,23.1,43.9,33.6,15.8,0.0,22.4,79.7,0.442,0.679,0,True
@synthetic_creator_0272,tiktok,238770,17015,702,13126,22.7,13.2,5.6,58.0,21.9,50.8,0.2,18.6,31.2,0.685,0.633,1,True
@synthetic_creator_0273,instagram,3307826,170042,4411,415567,29.2,16.3,4.6,51.4,18.9,22.2,12.8,16.4,2.0,0.927,0.48,1,True
@synthetic_creator_0274,instagram,1772720,37786,629,546727,56.3,24.6,16.0,81.1,15.2,48.7,0.0,18.6,1.4,0.491,0.396,0,True
@synthetic_creator_0275,snapchat,426349,6494,260,148967,64.2,28.4,7.7,57.4,27.5,14.0,1.6,21.2,25.0,0.921,0.644,0,True
@synthetic_creator_0276,tiktok,107401,5777,277,39135,12.4,5.0,2.1,71.0,20.3,25.3,0.0,21.1,7.1,0.949,0.645,0,True
@synthetic_creator_0277,tiktok,70622,2157,107,13168,67.4,46.2,10.9,40.9,0.0,37.1,7.6,6.6,0.3,0.868,0.625,0,True
@synthetic_creator_0278,youtube,1120596,55640,989,181306,34.5,22.2,4.7,67.0,55.4,34.9,29.6,24.0,16.6,0.702,0.9,0,True
@synthetic_creator_0279,instagram,367801,9410,356,147102,87.0,45.6,32.2,47.0,25.1,41.5,7.8,17.6,22.2,0.749,0.869,1,True
@synthetic_creator_0280,tiktok,477429,16834,853,152428,46.2,21.3,12.0,58.6,15.4,17.7,8.9,10.7,2.8,0.876,0.831,0,True
@synthetic_creator_0281,tiktok,33073,955,17,7873,26.9,16.0,2.7,98.2,7.4,26.3,18.4,17.3,12.5,0.725,0.67,0,True
@synthetic_creator_0282,youtube,816617,26772,545,113648,56.9,29.1,5.9,79.0,45.4,43.7,10.2,18.4,21.3,0.734,0.8,1,True
@synthetic_creator_0283,tiktok,462917,9380,94,75204,32.1,22.2,6.3,63.1,4.0,14.4,7.9,25.8,3.3,0.562,0.685,0,True
@synthetic_creator_0284,instagram,70790,1236,44,16308,86.7,27.9,17.8,100.0,32.7,33.6,19.3,4.5,1.9,0.611,0.818,1,True
@synthetic_creator_0285,instagram,152385,3821,75,36531,55.0,17.3,11.8,51.3,18.3,21.7,14.7,28.2,3.7,0.681,0.823,1,True
@synthetic_creator_0286,youtube,368229,6139,283,20174,51.2,27.0,11.0,82.5,19.5,28.1,12.9,15.2,17.7,0.773,0.64,0,True
@synthetic_creator_0287,tiktok,285775,10124,588,110249,69.8,26.6,15.5,42.0,7.9,26.3,8.6,9.9,0.4,0.814,0.542,1,True
@synthetic_creator_0288,instagram,188979,2919,59,47521,29.9,16.2,7.8,61.3,17.6,13.2,6.5,9.6,11.7,0.571,0.679,0,True
@synthetic_creator_0289,snapchat,236999,7267,308,60720,22.8,13.9,4.3,44.8,30.2,21.1,19.2,5.0,7.4,0.447,0.772,0,True
@synthetic_creator_0290,instagram,198318,4410,90,24594,65.2,23.2,11.2,68.9,34.7,27.2,6.6,0.0,10.1,0.583,0.825,1,True
@synthetic_creator_0291,instagram,322247,7168,78,102392,27.5,13.1,9.7,65.8,14.3,23.5,22.3,21.8,2.6,0.939,0.579,0,True
@synthetic_creator_0292,snapchat,1568751,73093,3503,483242,27.5,15.8,5.3,60.4,28.2,48.6,0.0,34.8,6.6,0.945,0.522,0,True
@synthetic_creator_0293,tiktok,12332,1620,51,1027,75.9,48.1,15.8,81.4,47.8,40.1,24.3,0.0,9.4,0.601,0.707,1,True
@synthetic_creator_0294,youtube,201950,1001,57,52153,68.1,34.0,6.9,56.5,0.0,29.3,14.7,5.5,0.6,0.762,0.891,0,True
@synthetic_creator_0295,youtube,331643,34772,1276,92982,23.7,9.0,8.4,69.9,29.9,13.6,0.3,22.5,1.3,0.752,0.703,1,True
@synthetic_creator_0296,instagram,382771,4989,89,131079,39.5,21.1,6.8,77.3,11.0,12.6,15.1,14.5,44.5,0.483,0.399,1,True
@synthetic_creator_0297,instagram,171734,4063,132,20974,32.4,15.6,8.3,42.8,8.9,54.6,3.5,23.3,0.4,0.614,0.891,1,True
@synthetic_creator_0298,youtube,32595,798,16,11642,99.4,60.5,14.7,53.8,35.2,9.9,10.3,14.0,26.4,0.66,0.62,1,True
@synthetic_creator_0299,instagram,397756,23831,1284,84132,77.7,40.6,29.6,65.8,19.1,26.7,5.1,9.2,14.6,0.814,0.981,1,True
@synthetic_creator_0300,tiktok,2132531,89460,3985,178670,44.5,18.3,8.9,74.5,5.7,30.4,8.7,12.7,0.2,0.695,0.657,0,True
@synthetic_creator_0301,instagram,42589,3361,90,3703,69.4,41.8,20.7,86.3,56.5,20.3,19.4,0.0,3.7,0.912,0.407,1,True
@synthetic_creator_0302,instagram,756602,27001,982,90210,21.1,10.7,7.8,61.8,48.4,10.0,15.2,3.6,37.2,0.691,0.807,0,True
@synthetic_creator_0303,instagram,180912,6926,301,26949,38.2,14.2,10.9,60.3,0.0,13.2,0.0,24.5,0.3,0.525,0.459,1,True
@synthetic_creator_0304,tiktok,249299,2383,117,55778,57.6,30.3,10.5,51.9,0.5,16.8,0.0,26.9,14.9,0.48,0.581,0,True
@synthetic_creator_0305,tiktok,75850,9534,133,23669,66.3,45.0,9.1,69.9,41.9,14.4,12.7,29.1,14.6,0.861,0.601,1,True
@synthetic_creator_0306,instagram,179629,2147,23,20720,52.6,30.6,17.4,60.5,24.3,44.9,13.4,19.4,25.1,0.784,0.562,1,True
@synthetic_creator_0307,instagram,1277037,53921,847,507530,61.2,25.7,20.3,60.9,60.0,24.9,3.3,0.0,17.2,0.458,0.653,0,True
@synthetic_creator_0308,instagram,539925,52356,1557,57519,57.0,33.3,12.5,63.6,42.3,17.1,25.9,8.6,19.7,0.828,0.847,1,True
@synthetic_creator_0309,tiktok,2145265,143723,4791,557301,50.9,21.0,6.6,73.3,36.0,26.6,18.1,28.2,9.1,0.756,0.648,1,True
@synthetic_creator_0310,instagram,1102283,41333,695,413498,47.6,24.6,16.3,56.5,9.6,35.0,3.7,31.2,7.6,0.76,0.873,0,True
@synthetic_creator_0311,tiktok,454477,19273,588,155148,44.3,22.6,5.4,53.4,39.8,19.8,2.8,28.6,14.5,0.964,0.297,0,True
@synthetic_creator_0312,tiktok,2175396,75770,2430,602065,60.8,24.3,8.3,71.5,4.5,38.5,7.7,12.6,6.6,0.913,0.842,1,True
@synthetic_creator_0313,instagram,454426,913,14,136519,65.3,28.7,13.4,19.6,56.1,5.9,6.7,1.9,9.2,0.665,0.547,0,True
@synthetic_creator_0314,tiktok,724752,29448,1644,70280,60.0,40.6,9.4,55.9,38.4,42.6,22.6,14.6,12.5,0.838,0.404,0,True
@synthetic_creator_0315,youtube,187984,8228,328,10034,25.5,10.2,11.3,47.7,13.5,24.9,19.8,15.1,5.0,0.951,0.713,0,True
@synthetic_creator_0316,instagram,290644,10376,305,58696,30.0,18.6,7.7,83.0,46.1,24.3,10.4,30.7,11.7,0.824,0.684,1,True
@synthetic_creator_0317,instagram,116202,2317,81,9450,65.0,36.8,9.0,58.4,74.8,14.6,16.8,17.3,3.9,0.893,0.585,0,True
@synthetic_creator_0318,instagram,879844,48580,1248,154160,91.8,47.1,18.9,56.6,25.6,6.6,18.2,15.2,1.6,0.899,0.191,0,True
@synthetic_creator_0319,tiktok,65253,3533,186,8372,58.8,20.9,25.3,64.3,41.0,0.0,10.6,15.7,5.4,0.354,0.979,0,True
@synthetic_creator_0320,youtube,686128,22445,869,254362,44.7,17.1,14.3,56.1,21.4,13.6,14.0,19.0,1.5,0.874,0.548,0,True
@synthetic_creator_0321,tiktok,213462,9041,314,76423,60.6,22.5,11.6,59.0,31.7,33.8,15.9,21.3,2.6,0.749,0.724,0,True
@synthetic_creator_0322,snapchat,1094158,28404,1577,368326,26.6,14.2,5.4,66.5,0.0,10.6,14.9,7.8,25.9,0.833,0.74,0,True
@synthetic_creator_0323,tiktok,660691,24432,1267,198128,87.7,60.5,15.7,58.7,30.0,1.8,2.2,4.4,10.4,0.752,0.532,1,True
@synthetic_creator_0324,instagram,2385156,172994,8760,247877,59.7,38.8,16.3,58.6,30.9,11.4,3.2,28.7,0.6,0.747,0.62,0,True
@synthetic_creator_0325,instagram,644951,54999,1170,43165,38.3,11.9,15.8,49.8,66.0,19.2,7.1,0.0,60.8,0.76,0.866,1,True
@synthetic_creator_0326,tiktok,40682,713,12,11344,50.8,20.8,6.3,47.7,0.0,19.8,2.9,31.4,2.4,0.886,0.678,1,True
@synthetic_creator_0327,tiktok,247621,10515,467,68043,41.8,15.2,16.6,65.9,24.4,23.1,0.0,0.0,6.8,0.336,0.973,0,True
@synthetic_creator_0328,instagram,65748,164,5,11788,87.8,60.6,9.5,69.6,55.8,40.5,16.8,9.2,2.0,0.405,0.588,1,True
@synthetic_creator_0329,instagram,144071,6094,269,31038,49.9,19.7,21.7,43.6,25.2,43.7,13.5,24.7,14.5,0.688,0.749,1,True
@synthetic_creator_0330,instagram,1645367,67518,3242,363958,58.9,22.4,15.7,76.4,26.6,55.1,0.0,15.0,12.0,0.595,0.607,0,True
@synthetic_creator_0331,instagram,576678,59036,1462,77260,69.3,38.0,10.0,76.5,13.3,0.6,7.6,1.8,15.2,0.74,0.805,1,True
@synthetic_creator_0332,tiktok,115992,12832,310,18553,36.5,19.1,8.4,79.6,11.3,12.2,8.2,19.3,7.5,0.812,0.461,1,True
@synthetic_creator_0333,tiktok,79502,5015,173,15617,59.8,23.4,12.9,69.5,0.0,35.5,11.8,15.7,60.2,0.848,0.976,0,True
@synthetic_creator_0334,youtube,279103,18376,435,72877,61.9,35.1,9.1,74.6,17.4,18.2,0.0,12.8,38.7,0.946,0.468,1,True
@synthetic_creator_0335,instagram,62325,2726,118,23966,16.1,5.5,5.8,97.8,10.2,37.9,0.0,8.8,29.3,0.753,0.62,0,True
@synthetic_creator_0336,youtube,119926,3744,177,28598,61.3,18.9,28.0,60.5,32.4,28.1,15.2,14.7,1.4,0.81,0.935,1,True
@synthetic_creator_0337,instagram,390198,30332,1019,119364,53.9,17.9,25.2,49.3,14.2,48.7,0.0,9.2,17.1,0.816,0.605,1,True
@synthetic_creator_0338,instagram,1073435,130707,6037,356863,58.2,26.0,14.2,42.0,20.4,40.6,7.7,39.3,40.5,0.651,0.596,1,True
@synthetic_creator_0339,youtube,557107,8694,308,49988,55.9,38.6,4.2,91.3,21.0,40.9,6.7,12.6,23.0,0.839,0.759,0,True
@synthetic_creator_0340,snapchat,17161,442,20,4780,61.5,31.9,14.5,91.5,29.0,18.8,8.8,11.3,0.3,0.842,0.724,1,True
@synthetic_creator_0341,snapchat,386636,19081,405,84572,88.4,53.2,16.2,51.1,19.4,23.5,12.5,9.6,21.5,0.867,0.607,1,True
@synthetic_creator_0342,instagram,292564,8065,378,73243,25.5,10.9,4.6,54.1,8.8,20.4,26.0,32.8,6.5,0.655,0.428,0,True
@synthetic_creator_0343,instagram,440941,24079,1101,27975,46.4,27.3,14.1,60.1,31.7,2.4,0.0,0.0,12.8,0.72,0.837,0,True
@synthetic_creator_0344,tiktok,1866268,179940,4198,685247,71.7,49.2,17.6,83.4,51.3,47.1,18.8,18.6,3.5,0.861,0.714,1,True
@synthetic_creator_0345,youtube,22564,131,4,8652,67.0,29.7,8.6,45.7,32.6,36.2,0.0,12.6,0.3,0.68,0.669,1,True
@synthetic_creator_0346,instagram,132015,3703,195,6761,66.5,46.5,13.5,35.5,17.8,19.8,23.9,0.8,0.2,0.622,0.723,1,True
@synthetic_creator_0347,instagram,545297,13329,299,67876,100.0,55.5,26.1,97.5,27.5,44.6,0.0,6.8,10.0,0.905,0.69,1,True
@synthetic_creator_0348,instagram,40218,511,23,4547,70.4,42.2,10.1,69.7,0.0,15.5,34.4,18.2,0.7,0.784,0.711,1,True
@synthetic_creator_0349,instagram,1577164,3527,203,510144,83.3,33.4,29.0,71.8,27.2,0.0,6.1,6.4,5.9,0.765,0.769,1,True
@synthetic_creator_0350,instagram,417495,1764,94,108268,47.3,26.4,5.8,61.9,22.0,40.1,22.9,17.6,16.5,0.937,0.529,0,True
@synthetic_creator_0351,tiktok,741107,12455,374,83053,30.2,15.2,3.6,72.0,11.3,5.8,20.8,32.3,19.7,0.868,0.456,0,True
@synthetic_creator_0352,instagram,135248,422,17,45293,47.1,32.2,11.9,42.3,15.0,22.1,5.6,16.7,43.3,0.672,0.826,0,True
@synthetic_creator_0353,tiktok,712486,22269,1326,123770,72.8,48.2,14.3,52.4,21.8,28.1,6.4,0.5,24.5,0.522,0.687,0,True
@synthetic_creator_0354,tiktok,967205,33989,1305,204370,65.2,29.9,12.4,66.6,49.8,30.8,1.6,6.5,3.9,0.853,0.482,1,True
@synthetic_creator_0355,instagram,354851,5224,82,65845,65.1,44.2,9.8,30.9,51.8,37.7,17.9,12.1,18.0,0.428,0.812,0,True
@synthetic_creator_0356,instagram,355500,3631,44,82647,49.6,32.5,13.2,60.5,11.4,33.7,5.8,11.5,13.3,0.903,0.369,0,True
@synthetic_creator_0357,youtube,371168,12853,636,80933,45.7,24.5,9.8,59.5,19.6,33.2,1.8,16.5,7.6,0.738,0.417,0,True
@synthetic_creator_0358,tiktok,95223,5531,172,13912,50.5,16.8,24.9,60.5,20.1,13.1,15.4,18.1,26.0,0.906,0.798,1,True
@synthetic_creator_0359,youtube,224799,13588,303,44643,73.1,26.6,33.5,56.7,46.2,29.4,1.0,32.3,7.6,0.705,0.614,1,True
@synthetic_creator_0360,instagram,223456,13416,367,82213,76.0,25.1,20.7,50.1,32.9,2.4,6.7,15.0,15.8,0.598,0.81,1,True
@synthetic_creator_0361,tiktok,425096,27759,1328,96077,29.8,10.2,12.1,37.7,31.9,48.4,11.1,3.5,4.0,0.461,0.21,0,True
@synthetic_creator_0362,snapchat,890723,7434,247,330222,74.1,51.2,13.7,67.2,40.7,4.0,3.6,26.5,16.2,0.723,0.836,1,True
@synthetic_creator_0363,instagram,75339,1361,72,18273,38.7,14.9,15.8,60.5,18.1,19.8,5.1,27.6,9.1,0.696,0.725,0,True
